,series_id,date_index,actuals
9738,N1764,01/11/1988,1780
9739,N1765,01/11/1988,3380
9740,N1766,01/11/1988,2420
9741,N1767,01/11/1988,1170
9742,N1768,01/11/1988,3010
9743,N1769,01/11/1988,4340
9744,N1770,01/11/1988,2940
9745,N1771,01/11/1988,6060
9746,N1772,01/11/1988,6580
9747,N1773,01/11/1988,4180
9748,N1774,01/11/1988,3960
9749,N1775,01/11/1988,3610
9750,N1776,01/11/1988,4135
9751,N1777,01/11/1988,4210
9752,N1778,01/11/1988,3370
9753,N1779,01/11/1988,1270
9754,N1780,01/11/1988,1675
9755,N1781,01/11/1988,2460
9756,N1782,01/11/1988,1510
9757,N1783,01/11/1988,3055
9758,N1784,01/11/1988,2070
9759,N1785,01/11/1988,1602
9760,N1786,01/11/1988,1392
9761,N1787,01/11/1988,3420
9762,N1788,01/11/1988,2940
9763,N1789,01/11/1988,1515
9764,N1790,01/11/1988,1860
9765,N1791,01/11/1988,1834
9766,N1792,01/11/1988,2700
9767,N1793,01/11/1988,1640
9768,N1794,01/11/1988,1310
9769,N1795,01/11/1988,2710
9770,N1796,01/11/1988,942
9771,N1797,01/11/1988,892
9772,N1798,01/11/1988,3500
9773,N1799,01/11/1988,1278
9774,N1800,01/11/1988,1668
9775,N1801,01/11/1988,2514
9776,N1802,01/11/1988,1375
9777,N1803,01/11/1988,2880
9778,N1804,01/11/1988,1900
9779,N1805,01/11/1988,2700
9780,N1806,01/11/1988,2740
9781,N1807,01/11/1988,1870
9782,N1808,01/11/1988,2270
9783,N1809,01/11/1988,3250
9784,N1810,01/11/1988,2640
9785,N1811,01/11/1988,3230
9786,N1812,01/11/1988,2190
9787,N1813,01/11/1988,4040
9788,N1814,01/11/1988,2560
9789,N1815,01/11/1988,4600
9790,N1816,01/11/1988,2620
9791,N1817,01/11/1988,3680
9792,N1818,01/11/1988,4180
9793,N1819,01/11/1988,6520
9794,N1820,01/11/1988,2810
9795,N1821,01/11/1988,5180
9796,N1822,01/11/1988,1840
9797,N1823,01/11/1988,2900
9798,N1824,01/11/1988,8600
9799,N1825,01/11/1988,4140
9800,N1826,01/11/1988,4890
9801,N1827,01/11/1988,3600
9802,N1828,01/11/1988,2860
9803,N1829,01/11/1988,1200
9804,N1830,01/11/1988,1780
9805,N1831,01/11/1988,2455
9806,N1832,01/11/1988,2420
9807,N1833,01/11/1988,1340
9808,N1834,01/11/1988,670
9809,N1835,01/11/1988,3010
9810,N1836,01/11/1988,980
9811,N1837,01/11/1988,614
9812,N1838,01/11/1988,2680
9813,N1839,01/11/1988,655
9814,N1840,01/11/1988,1370
9815,N1841,01/11/1988,1340
9816,N1842,01/11/1988,6080
9817,N1843,01/11/1988,2130
9818,N1844,01/11/1988,5640
9819,N1845,01/11/1988,6180
9820,N1846,01/11/1988,2835
9821,N1847,01/11/1988,4620
9822,N1848,01/11/1988,3310
9823,N1849,01/11/1988,7220
9824,N1850,01/11/1988,4360
9825,N1851,01/11/1988,4380
9826,N1852,01/11/1988,5580
9827,N1853,01/11/1988,4520
9828,N1854,01/11/1988,4500
9829,N1855,01/11/1988,6480
9830,N1856,01/11/1988,3840
9831,N1857,01/11/1988,2370
9832,N1858,01/11/1988,5640
9833,N1859,01/11/1988,6020
9834,N1860,01/11/1988,2720
9835,N1861,01/11/1988,4560
9836,N1862,01/11/1988,3390
9837,N1863,01/11/1988,4320
9838,N1864,01/11/1988,6860
9839,N1865,01/11/1988,5130
9840,N1866,01/11/1988,2440
9841,N1867,01/11/1988,3140
9842,N1868,01/11/1988,6420
9843,N1869,01/11/1988,6960
9844,N1870,01/11/1988,5360
9845,N1871,01/11/1988,6620
9846,N1872,01/11/1988,5130
9847,N1873,01/11/1988,4260
9848,N1874,01/11/1988,8140
9849,N1875,01/11/1988,3450
9850,N1679,01/12/1988,6800
9851,N1680,01/12/1988,4880
9852,N1681,01/12/1988,3300
9853,N1682,01/12/1988,6860
9854,N1683,01/12/1988,3670
9855,N1684,01/12/1988,4520
9856,N1685,01/12/1988,2080
9857,N1686,01/12/1988,4260
9858,N1687,01/12/1988,4560
9859,N1688,01/12/1988,6540
9860,N1689,01/12/1988,4480
9861,N1690,01/12/1988,1980
9862,N1691,01/12/1988,3320
9863,N1692,01/12/1988,2780
9864,N1693,01/12/1988,3820
9865,N1694,01/12/1988,4780
9866,N1695,01/12/1988,3550
9867,N1696,01/12/1988,2650
9868,N1697,01/12/1988,1640
9869,N1698,01/12/1988,1810
9870,N1699,01/12/1988,3080
9871,N1700,01/12/1988,3130
9872,N1701,01/12/1988,4528
9873,N1702,01/12/1988,2639
9874,N1703,01/12/1988,3532
9875,N1704,01/12/1988,3080
9876,N1705,01/12/1988,2152
9877,N1706,01/12/1988,3480
9878,N1707,01/12/1988,5150
9879,N1708,01/12/1988,2600
9880,N1709,01/12/1988,2930
9881,N1710,01/12/1988,1560
9882,N1711,01/12/1988,2570
9883,N1712,01/12/1988,3840
9884,N1713,01/12/1988,4240
9885,N1714,01/12/1988,1260
9886,N1715,01/12/1988,1255
9887,N1716,01/12/1988,4220
9888,N1717,01/12/1988,2760
9889,N1718,01/12/1988,1550
9890,N1719,01/12/1988,3700
9891,N1720,01/12/1988,4080
9892,N1721,01/12/1988,4860
9893,N1722,01/12/1988,6400
9894,N1723,01/12/1988,3280
9895,N1724,01/12/1988,3640
9896,N1725,01/12/1988,2840
9897,N1726,01/12/1988,2740
9898,N1727,01/12/1988,2060
9899,N1728,01/12/1988,3740
9900,N1729,01/12/1988,3735
9901,N1730,01/12/1988,5120
9902,N1731,01/12/1988,2060
9903,N1732,01/12/1988,4820
9904,N1733,01/12/1988,2650
9905,N1734,01/12/1988,3170
9906,N1735,01/12/1988,3505
9907,N1736,01/12/1988,3540
9908,N1737,01/12/1988,4240
9909,N1738,01/12/1988,4280
9910,N1739,01/12/1988,3400
9911,N1740,01/12/1988,2994
9912,N1741,01/12/1988,5270
9913,N1742,01/12/1988,4520
9914,N1743,01/12/1988,2700
9915,N1744,01/12/1988,3390
9916,N1745,01/12/1988,3590
9917,N1746,01/12/1988,5060
9918,N1747,01/12/1988,7120
9919,N1748,01/12/1988,2420
9920,N1749,01/12/1988,2355
9921,N1750,01/12/1988,1700
9922,N1751,01/12/1988,2060
9923,N1752,01/12/1988,2700
9924,N1753,01/12/1988,5120
9925,N1754,01/12/1988,3200
9926,N1755,01/12/1988,2820
9927,N1756,01/12/1988,2680
9928,N1757,01/12/1988,3380
9929,N1758,01/12/1988,4640
9930,N1759,01/12/1988,4580
9931,N1760,01/12/1988,4960
9932,N1761,01/12/1988,3480
9933,N1762,01/12/1988,2920
9934,N1763,01/12/1988,2700
9935,N1764,01/12/1988,2060
9936,N1765,01/12/1988,5260
9937,N1766,01/12/1988,3900
9938,N1767,01/12/1988,1545
9939,N1768,01/12/1988,3160
9940,N1769,01/12/1988,5840
9941,N1770,01/12/1988,3400
9942,N1771,01/12/1988,5860
9943,N1772,01/12/1988,6600
9944,N1773,01/12/1988,5120
9945,N1774,01/12/1988,4320
9946,N1775,01/12/1988,4170
9947,N1776,01/12/1988,4430
9948,N1777,01/12/1988,4940
9949,N1778,01/12/1988,3670
9950,N1779,01/12/1988,2510
9951,N1780,01/12/1988,2170
9952,N1781,01/12/1988,5890
9953,N1782,01/12/1988,2640
9954,N1783,01/12/1988,4865
9955,N1784,01/12/1988,4075
9956,N1785,01/12/1988,2530
9957,N1786,01/12/1988,2378
9958,N1787,01/12/1988,7600
9959,N1788,01/12/1988,5200
9960,N1789,01/12/1988,2715
9961,N1790,01/12/1988,3820
9962,N1791,01/12/1988,4024
9963,N1792,01/12/1988,4850
9964,N1793,01/12/1988,3280
9965,N1794,01/12/1988,3310
9966,N1795,01/12/1988,3950
9967,N1796,01/12/1988,1372
9968,N1797,01/12/1988,2092
9969,N1798,01/12/1988,6550
9970,N1799,01/12/1988,2340
9971,N1800,01/12/1988,3150
9972,N1801,01/12/1988,4330
9973,N1802,01/12/1988,2455
9974,N1803,01/12/1988,5620
9975,N1804,01/12/1988,3560
9976,N1805,01/12/1988,4280
9977,N1806,01/12/1988,5040
9978,N1807,01/12/1988,2900
9979,N1808,01/12/1988,2410
9980,N1809,01/12/1988,3290
9981,N1810,01/12/1988,3250
9982,N1811,01/12/1988,3460
9983,N1812,01/12/1988,2950
9984,N1813,01/12/1988,4220
9985,N1814,01/12/1988,2820
9986,N1815,01/12/1988,4860
9987,N1816,01/12/1988,3190
9988,N1817,01/12/1988,5620
9989,N1818,01/12/1988,4120
9990,N1819,01/12/1988,7160
9991,N1820,01/12/1988,3350
9992,N1821,01/12/1988,6480
9993,N1822,01/12/1988,2765
9994,N1823,01/12/1988,4520
9995,N1824,01/12/1988,9340
9996,N1825,01/12/1988,4560
9997,N1826,01/12/1988,5330
9998,N1827,01/12/1988,3680
9999,N1828,01/12/1988,4160
10000,N1829,01/12/1988,3030
10001,N1830,01/12/1988,5700
10002,N1831,01/12/1988,4025
10003,N1832,01/12/1988,3500
10004,N1833,01/12/1988,1890
10005,N1834,01/12/1988,1380
10006,N1835,01/12/1988,4245
10007,N1836,01/12/1988,1208
10008,N1837,01/12/1988,1144
10009,N1838,01/12/1988,5380
10010,N1839,01/12/1988,1310
10011,N1840,01/12/1988,3000
10012,N1841,01/12/1988,3300
10013,N1842,01/12/1988,6440
10014,N1843,01/12/1988,3060
10015,N1844,01/12/1988,5680
10016,N1845,01/12/1988,6220
10017,N1846,01/12/1988,3185
10018,N1847,01/12/1988,6000
10019,N1848,01/12/1988,4040
10020,N1849,01/12/1988,7700
10021,N1850,01/12/1988,5300
10022,N1851,01/12/1988,4720
10023,N1852,01/12/1988,5640
10024,N1853,01/12/1988,4520
10025,N1854,01/12/1988,4900
10026,N1855,01/12/1988,6740
10027,N1856,01/12/1988,3900
10028,N1857,01/12/1988,3350
10029,N1858,01/12/1988,5720
10030,N1859,01/12/1988,7040
10031,N1860,01/12/1988,3060
10032,N1861,01/12/1988,5010
10033,N1862,01/12/1988,4440
10034,N1863,01/12/1988,4400
10035,N1864,01/12/1988,7280
10036,N1865,01/12/1988,5280
10037,N1866,01/12/1988,3170
10038,N1867,01/12/1988,4340
10039,N1868,01/12/1988,8760
10040,N1869,01/12/1988,7800
10041,N1870,01/12/1988,5740
10042,N1871,01/12/1988,7720
10043,N1872,01/12/1988,5190
10044,N1873,01/12/1988,4360
10045,N1874,01/12/1988,8100
10046,N1875,01/12/1988,4780
10047,N1679,01/01/1989,4840
10048,N1680,01/01/1989,1610
10049,N1681,01/01/1989,2300
10050,N1682,01/01/1989,6900
10051,N1683,01/01/1989,3480
10052,N1684,01/01/1989,4080
10053,N1685,01/01/1989,1550
10054,N1686,01/01/1989,3360
10055,N1687,01/01/1989,4160
10056,N1688,01/01/1989,4920
10057,N1689,01/01/1989,1660
10058,N1690,01/01/1989,1180
10059,N1691,01/01/1989,2160
10060,N1692,01/01/1989,800
10061,N1693,01/01/1989,1560
10062,N1694,01/01/1989,2410
10063,N1695,01/01/1989,1800
10064,N1696,01/01/1989,900
10065,N1697,01/01/1989,960
10066,N1698,01/01/1989,1100
10067,N1699,01/01/1989,2000
10068,N1700,01/01/1989,1465
10069,N1701,01/01/1989,2372
10070,N1702,01/01/1989,1495
10071,N1703,01/01/1989,2100
10072,N1704,01/01/1989,1700
10073,N1705,01/01/1989,4410
10074,N1706,01/01/1989,1740
10075,N1707,01/01/1989,3250
10076,N1708,01/01/1989,1340
10077,N1709,01/01/1989,1790
10078,N1710,01/01/1989,820
10079,N1711,01/01/1989,2530
10080,N1712,01/01/1989,3500
10081,N1713,01/01/1989,4080
10082,N1714,01/01/1989,1280
10083,N1715,01/01/1989,880
10084,N1716,01/01/1989,4000
10085,N1717,01/01/1989,2480
10086,N1718,01/01/1989,1460
10087,N1719,01/01/1989,3380
10088,N1720,01/01/1989,4000
10089,N1721,01/01/1989,4900
10090,N1722,01/01/1989,5000
10091,N1723,01/01/1989,3020
10092,N1724,01/01/1989,2920
10093,N1725,01/01/1989,2320
10094,N1726,01/01/1989,1600
10095,N1727,01/01/1989,1920
10096,N1728,01/01/1989,3180
10097,N1729,01/01/1989,1590
10098,N1730,01/01/1989,2370
10099,N1731,01/01/1989,1360
10100,N1732,01/01/1989,2950
10101,N1733,01/01/1989,2240
10102,N1734,01/01/1989,1400
10103,N1735,01/01/1989,1500
10104,N1736,01/01/1989,1760
10105,N1737,01/01/1989,2725
10106,N1738,01/01/1989,2880
10107,N1739,01/01/1989,1610
10108,N1740,01/01/1989,1572
10109,N1741,01/01/1989,2350
10110,N1742,01/01/1989,2200
10111,N1743,01/01/1989,1670
10112,N1744,01/01/1989,1510
10113,N1745,01/01/1989,1800
10114,N1746,01/01/1989,2640
10115,N1747,01/01/1989,2560
10116,N1748,01/01/1989,1730
10117,N1749,01/01/1989,1670
10118,N1750,01/01/1989,1280
10119,N1751,01/01/1989,1420
10120,N1752,01/01/1989,2260
10121,N1753,01/01/1989,2080
10122,N1754,01/01/1989,2640
10123,N1755,01/01/1989,2160
10124,N1756,01/01/1989,2480
10125,N1757,01/01/1989,2240
10126,N1758,01/01/1989,3240
10127,N1759,01/01/1989,3880
10128,N1760,01/01/1989,4640
10129,N1761,01/01/1989,2740
10130,N1762,01/01/1989,2300
10131,N1763,01/01/1989,2400
10132,N1764,01/01/1989,1800
10133,N1765,01/01/1989,3580
10134,N1766,01/01/1989,2840
10135,N1767,01/01/1989,995
10136,N1768,01/01/1989,2960
10137,N1769,01/01/1989,4340
10138,N1770,01/01/1989,3240
10139,N1771,01/01/1989,5580
10140,N1772,01/01/1989,6360
10141,N1773,01/01/1989,4460
10142,N1774,01/01/1989,3660
10143,N1775,01/01/1989,3500
10144,N1776,01/01/1989,4240
10145,N1777,01/01/1989,3620
10146,N1778,01/01/1989,3410
10147,N1779,01/01/1989,1120
10148,N1780,01/01/1989,935
10149,N1781,01/01/1989,640
10150,N1782,01/01/1989,1350
10151,N1783,01/01/1989,2610
10152,N1784,01/01/1989,2240
10153,N1785,01/01/1989,1362
10154,N1786,01/01/1989,1848
10155,N1787,01/01/1989,2540
10156,N1788,01/01/1989,2160
10157,N1789,01/01/1989,990
10158,N1790,01/01/1989,2625
10159,N1791,01/01/1989,2752
10160,N1792,01/01/1989,2480
10161,N1793,01/01/1989,2260
10162,N1794,01/01/1989,2220
10163,N1795,01/01/1989,1960
10164,N1796,01/01/1989,1490
10165,N1797,01/01/1989,1540
10166,N1798,01/01/1989,2760
10167,N1799,01/01/1989,1826
10168,N1800,01/01/1989,2008
10169,N1801,01/01/1989,2946
10170,N1802,01/01/1989,1350
10171,N1803,01/01/1989,2620
10172,N1804,01/01/1989,2330
10173,N1805,01/01/1989,2200
10174,N1806,01/01/1989,2930
10175,N1807,01/01/1989,1830
10176,N1808,01/01/1989,2210
10177,N1809,01/01/1989,2900
10178,N1810,01/01/1989,2760
10179,N1811,01/01/1989,3220
10180,N1812,01/01/1989,2080
10181,N1813,01/01/1989,3860
10182,N1814,01/01/1989,2710
10183,N1815,01/01/1989,4460
10184,N1816,01/01/1989,2750
10185,N1817,01/01/1989,4080
10186,N1818,01/01/1989,3910
10187,N1819,01/01/1989,6880
10188,N1820,01/01/1989,3050
10189,N1821,01/01/1989,5730
10190,N1822,01/01/1989,1840
10191,N1823,01/01/1989,4000
10192,N1824,01/01/1989,8980
10193,N1825,01/01/1989,3800
10194,N1826,01/01/1989,4630
10195,N1827,01/01/1989,3740
10196,N1828,01/01/1989,2800
10197,N1829,01/01/1989,2220
10198,N1830,01/01/1989,4000
10199,N1831,01/01/1989,2625
10200,N1832,01/01/1989,4000
10201,N1833,01/01/1989,1160
10202,N1834,01/01/1989,710
10203,N1835,01/01/1989,2650
10204,N1836,01/01/1989,936
10205,N1837,01/01/1989,1052
10206,N1838,01/01/1989,3240
10207,N1839,01/01/1989,1125
10208,N1840,01/01/1989,2310
10209,N1841,01/01/1989,1780
10210,N1842,01/01/1989,6100
10211,N1843,01/01/1989,2590
10212,N1844,01/01/1989,5800
10213,N1845,01/01/1989,6160
10214,N1846,01/01/1989,2815
10215,N1847,01/01/1989,5060
10216,N1848,01/01/1989,3100
10217,N1849,01/01/1989,7220
10218,N1850,01/01/1989,4140
10219,N1851,01/01/1989,4620
10220,N1852,01/01/1989,5770
10221,N1853,01/01/1989,4800
10222,N1854,01/01/1989,5000
10223,N1855,01/01/1989,6720
10224,N1856,01/01/1989,3600
10225,N1857,01/01/1989,3180
10226,N1858,01/01/1989,5700
10227,N1859,01/01/1989,5740
10228,N1860,01/01/1989,2920
10229,N1861,01/01/1989,4980
10230,N1862,01/01/1989,3640
10231,N1863,01/01/1989,4330
10232,N1864,01/01/1989,6800
10233,N1865,01/01/1989,5130
10234,N1866,01/01/1989,2460
10235,N1867,01/01/1989,3380
10236,N1868,01/01/1989,5960
10237,N1869,01/01/1989,8140
10238,N1870,01/01/1989,5460
10239,N1871,01/01/1989,7000
10240,N1872,01/01/1989,5080
10241,N1873,01/01/1989,4260
10242,N1874,01/01/1989,8120
10243,N1875,01/01/1989,3200
10244,N1679,01/02/1989,3080
10245,N1680,01/02/1989,2420
10246,N1681,01/02/1989,3360
10247,N1682,01/02/1989,5900
10248,N1683,01/02/1989,3340
10249,N1684,01/02/1989,3860
10250,N1685,01/02/1989,1620
10251,N1686,01/02/1989,3520
10252,N1687,01/02/1989,4400
10253,N1688,01/02/1989,5560
10254,N1689,01/02/1989,1880
10255,N1690,01/02/1989,1180
10256,N1691,01/02/1989,2540
10257,N1692,01/02/1989,1200
10258,N1693,01/02/1989,2660
10259,N1694,01/02/1989,3620
10260,N1695,01/02/1989,1750
10261,N1696,01/02/1989,1350
10262,N1697,01/02/1989,1080
10263,N1698,01/02/1989,1050
10264,N1699,01/02/1989,1540
10265,N1700,01/02/1989,2510
10266,N1701,01/02/1989,2252
10267,N1702,01/02/1989,2197
10268,N1703,01/02/1989,2646
10269,N1704,01/02/1989,1300
10270,N1705,01/02/1989,3674
10271,N1706,01/02/1989,1700
10272,N1707,01/02/1989,3300
10273,N1708,01/02/1989,1200
10274,N1709,01/02/1989,2030
10275,N1710,01/02/1989,1060
10276,N1711,01/02/1989,2570
10277,N1712,01/02/1989,3300
10278,N1713,01/02/1989,4120
10279,N1714,01/02/1989,1360
10280,N1715,01/02/1989,770
10281,N1716,01/02/1989,3760
10282,N1717,01/02/1989,2320
10283,N1718,01/02/1989,1420
10284,N1719,01/02/1989,3220
10285,N1720,01/02/1989,4140
10286,N1721,01/02/1989,4600
10287,N1722,01/02/1989,4400
10288,N1723,01/02/1989,3200
10289,N1724,01/02/1989,2860
10290,N1725,01/02/1989,2640
10291,N1726,01/02/1989,1580
10292,N1727,01/02/1989,2000
10293,N1728,01/02/1989,3000
10294,N1729,01/02/1989,2595
10295,N1730,01/02/1989,3280
10296,N1731,01/02/1989,990
10297,N1732,01/02/1989,3070
10298,N1733,01/02/1989,1570
10299,N1734,01/02/1989,1600
10300,N1735,01/02/1989,1965
10301,N1736,01/02/1989,2310
10302,N1737,01/02/1989,2430
10303,N1738,01/02/1989,2480
10304,N1739,01/02/1989,1480
10305,N1740,01/02/1989,2344
10306,N1741,01/02/1989,4620
10307,N1742,01/02/1989,2720
10308,N1743,01/02/1989,2000
10309,N1744,01/02/1989,1930
10310,N1745,01/02/1989,2880
10311,N1746,01/02/1989,2860
10312,N1747,01/02/1989,4380
10313,N1748,01/02/1989,1780
10314,N1749,01/02/1989,1695
10315,N1750,01/02/1989,1380
10316,N1751,01/02/1989,1440
10317,N1752,01/02/1989,2180
10318,N1753,01/02/1989,2220
10319,N1754,01/02/1989,2580
10320,N1755,01/02/1989,2380
10321,N1756,01/02/1989,2900
10322,N1757,01/02/1989,2700
10323,N1758,01/02/1989,3260
10324,N1759,01/02/1989,3880
10325,N1760,01/02/1989,4660
10326,N1761,01/02/1989,2240
10327,N1762,01/02/1989,1980
10328,N1763,01/02/1989,2280
10329,N1764,01/02/1989,1800
10330,N1765,01/02/1989,4180
10331,N1766,01/02/1989,2680
10332,N1767,01/02/1989,1240
10333,N1768,01/02/1989,2750
10334,N1769,01/02/1989,4340
10335,N1770,01/02/1989,2880
10336,N1771,01/02/1989,5420
10337,N1772,01/02/1989,6220
10338,N1773,01/02/1989,4300
10339,N1774,01/02/1989,4060
10340,N1775,01/02/1989,3490
10341,N1776,01/02/1989,4170
10342,N1777,01/02/1989,4090
10343,N1778,01/02/1989,3300
10344,N1779,01/02/1989,1610
10345,N1780,01/02/1989,1425
10346,N1781,01/02/1989,5740
10347,N1782,01/02/1989,2030
10348,N1783,01/02/1989,2740
10349,N1784,01/02/1989,2475
10350,N1785,01/02/1989,1386
10351,N1786,01/02/1989,1388
10352,N1787,01/02/1989,4220
10353,N1788,01/02/1989,4860
10354,N1789,01/02/1989,1340
10355,N1790,01/02/1989,2315
10356,N1791,01/02/1989,2892
10357,N1792,01/02/1989,3250
10358,N1793,01/02/1989,1940
10359,N1794,01/02/1989,2170
10360,N1795,01/02/1989,3130
10361,N1796,01/02/1989,908
10362,N1797,01/02/1989,1378
10363,N1798,01/02/1989,3690
10364,N1799,01/02/1989,1412
10365,N1800,01/02/1989,1788
10366,N1801,01/02/1989,2108
10367,N1802,01/02/1989,1380
10368,N1803,01/02/1989,2780
10369,N1804,01/02/1989,2840
10370,N1805,01/02/1989,2740
10371,N1806,01/02/1989,3395
10372,N1807,01/02/1989,1700
10373,N1808,01/02/1989,2330
10374,N1809,01/02/1989,2940
10375,N1810,01/02/1989,2590
10376,N1811,01/02/1989,3270
10377,N1812,01/02/1989,2660
10378,N1813,01/02/1989,3720
10379,N1814,01/02/1989,2710
10380,N1815,01/02/1989,4520
10381,N1816,01/02/1989,2630
10382,N1817,01/02/1989,5100
10383,N1818,01/02/1989,4300
10384,N1819,01/02/1989,6400
10385,N1820,01/02/1989,2980
10386,N1821,01/02/1989,5730
10387,N1822,01/02/1989,2325
10388,N1823,01/02/1989,3300
10389,N1824,01/02/1989,8400
10390,N1825,01/02/1989,3980
10391,N1826,01/02/1989,4640
10392,N1827,01/02/1989,3980
10393,N1828,01/02/1989,3480
10394,N1829,01/02/1989,1780
10395,N1830,01/02/1989,3480
10396,N1831,01/02/1989,1965
10397,N1832,01/02/1989,3680
10398,N1833,01/02/1989,1130
10399,N1834,01/02/1989,790
10400,N1835,01/02/1989,2615
10401,N1836,01/02/1989,1298
10402,N1837,01/02/1989,1084
10403,N1838,01/02/1989,4300
10404,N1839,01/02/1989,1655
10405,N1840,01/02/1989,2500
10406,N1841,01/02/1989,2040
10407,N1842,01/02/1989,6460
10408,N1843,01/02/1989,2590
10409,N1844,01/02/1989,7200
10410,N1845,01/02/1989,6200
10411,N1846,01/02/1989,2855
10412,N1847,01/02/1989,4680
10413,N1848,01/02/1989,3190
10414,N1849,01/02/1989,6540
10415,N1850,01/02/1989,4660
10416,N1851,01/02/1989,4660
10417,N1852,01/02/1989,5410
10418,N1853,01/02/1989,4570
10419,N1854,01/02/1989,5640
10420,N1855,01/02/1989,6600
10421,N1856,01/02/1989,3420
10422,N1857,01/02/1989,2740
10423,N1858,01/02/1989,5580
10424,N1859,01/02/1989,5960
10425,N1860,01/02/1989,2780
10426,N1861,01/02/1989,4680
10427,N1862,01/02/1989,3610
10428,N1863,01/02/1989,4310
10429,N1864,01/02/1989,6540
10430,N1865,01/02/1989,5220
10431,N1866,01/02/1989,2410
10432,N1867,01/02/1989,3280
10433,N1868,01/02/1989,5820
10434,N1869,01/02/1989,7240
10435,N1870,01/02/1989,5180
10436,N1871,01/02/1989,6700
10437,N1872,01/02/1989,5180
10438,N1873,01/02/1989,4360
10439,N1874,01/02/1989,8260
10440,N1875,01/02/1989,3260
10441,N1679,01/03/1989,5220
10442,N1680,01/03/1989,4370
10443,N1681,01/03/1989,3720
10444,N1682,01/03/1989,7440
10445,N1683,01/03/1989,4890
10446,N1684,01/03/1989,5580
10447,N1685,01/03/1989,2930
10448,N1686,01/03/1989,5240
10449,N1687,01/03/1989,4540
10450,N1688,01/03/1989,6260
10451,N1689,01/03/1989,3860
10452,N1690,01/03/1989,2740
10453,N1691,01/03/1989,4920
10454,N1692,01/03/1989,3360
10455,N1693,01/03/1989,4240
10456,N1694,01/03/1989,4540
10457,N1695,01/03/1989,4250
10458,N1696,01/03/1989,4550
10459,N1697,01/03/1989,1440
10460,N1698,01/03/1989,2160
10461,N1699,01/03/1989,2980
10462,N1700,01/03/1989,3055
10463,N1701,01/03/1989,4174
10464,N1702,01/03/1989,2861
10465,N1703,01/03/1989,3248
10466,N1704,01/03/1989,3200
10467,N1705,01/03/1989,2040
10468,N1706,01/03/1989,7700
10469,N1707,01/03/1989,5600
10470,N1708,01/03/1989,2820
10471,N1709,01/03/1989,3090
10472,N1710,01/03/1989,2060
10473,N1711,01/03/1989,3160
10474,N1712,01/03/1989,3840
10475,N1713,01/03/1989,4400
10476,N1714,01/03/1989,2460
10477,N1715,01/03/1989,2685
10478,N1716,01/03/1989,4360
10479,N1717,01/03/1989,3960
10480,N1718,01/03/1989,4380
10481,N1719,01/03/1989,4800
10482,N1720,01/03/1989,4820
10483,N1721,01/03/1989,4900
10484,N1722,01/03/1989,5650
10485,N1723,01/03/1989,3140
10486,N1724,01/03/1989,3540
10487,N1725,01/03/1989,2840
10488,N1726,01/03/1989,2440
10489,N1727,01/03/1989,2820
10490,N1728,01/03/1989,3480
10491,N1729,01/03/1989,2615
10492,N1730,01/03/1989,4090
10493,N1731,01/03/1989,2310
10494,N1732,01/03/1989,4950
10495,N1733,01/03/1989,3030
10496,N1734,01/03/1989,3320
10497,N1735,01/03/1989,3275
10498,N1736,01/03/1989,3070
10499,N1737,01/03/1989,4395
10500,N1738,01/03/1989,3960
10501,N1739,01/03/1989,2450
10502,N1740,01/03/1989,3586
10503,N1741,01/03/1989,5360
10504,N1742,01/03/1989,3270
10505,N1743,01/03/1989,3550
10506,N1744,01/03/1989,2620
10507,N1745,01/03/1989,3170
10508,N1746,01/03/1989,5120
10509,N1747,01/03/1989,5640
10510,N1748,01/03/1989,1860
10511,N1749,01/03/1989,2535
10512,N1750,01/03/1989,2660
10513,N1751,01/03/1989,3680
10514,N1752,01/03/1989,3160
10515,N1753,01/03/1989,5600
10516,N1754,01/03/1989,3280
10517,N1755,01/03/1989,2640
10518,N1756,01/03/1989,3340
10519,N1757,01/03/1989,3940
10520,N1758,01/03/1989,5420
10521,N1759,01/03/1989,4360
10522,N1760,01/03/1989,4920
10523,N1761,01/03/1989,3700
10524,N1762,01/03/1989,2920
10525,N1763,01/03/1989,2660
10526,N1764,01/03/1989,2520
10527,N1765,01/03/1989,4860
10528,N1766,01/03/1989,4260
10529,N1767,01/03/1989,2385
10530,N1768,01/03/1989,3590
10531,N1769,01/03/1989,5360
10532,N1770,01/03/1989,3900
10533,N1771,01/03/1989,6080
10534,N1772,01/03/1989,6940
10535,N1773,01/03/1989,4880
10536,N1774,01/03/1989,4390
10537,N1775,01/03/1989,4390
10538,N1776,01/03/1989,4665
10539,N1777,01/03/1989,4760
10540,N1778,01/03/1989,3660
10541,N1779,01/03/1989,1800
10542,N1780,01/03/1989,1720
10543,N1781,01/03/1989,5410
10544,N1782,01/03/1989,3200
10545,N1783,01/03/1989,6900
10546,N1784,01/03/1989,4035
10547,N1785,01/03/1989,3366
10548,N1786,01/03/1989,2596
10549,N1787,01/03/1989,5420
10550,N1788,01/03/1989,3560
10551,N1789,01/03/1989,2130
10552,N1790,01/03/1989,4995
10553,N1791,01/03/1989,6054
10554,N1792,01/03/1989,5580
10555,N1793,01/03/1989,3920
10556,N1794,01/03/1989,3550
10557,N1795,01/03/1989,4980
10558,N1796,01/03/1989,2036
10559,N1797,01/03/1989,2654
10560,N1798,01/03/1989,6880
10561,N1799,01/03/1989,3068
